id;name;ligne;terminus;lat;long;links
231;Saint-Ouen;14;0;48.90449641965392;2.321743589558779;"67;225"
156;Bolivar;7b;0;48.88082126045536;2.3741471538390524;"22;162"
5;Botzaris;7b;0;48.879481770992165;2.389115807376888;"162;33;10"
162;Buttes-Chaumont;7b;0;48.87851411220378;2.381614511939643;"156;5"
10;Danube;7b;0;48.88193199780742;2.3934454564903547;"5;133"
22;Jaurès;7b;0;48.8824652446513;2.370157961739611;"374;156"
374;Louis Blanc;7b;1;48.88140473132686;2.365218781848709;22
33;Place des Fêtes;7b;0;48.87694984718945;2.3929839648173936;"5;133"
133;Pré Saint-Gervais;7b;1;48.8799957934466;2.3989466624559688;"33;10"
83;Gambetta;3bis;1;48.86516343396068;2.398746593442592;354
354;Pelleport;3bis;0;48.868440162354695;2.4015617127425424;"284;83"
363;Porte des Lilas;3bis;1;48.87711051084259;2.40672924554309;284
284;Saint-Fargeau;3bis;0;48.87210144121076;2.4045149423791043;"363;354"
